city	spp
Amparo_Do_São_Francisco	"Abarema_cochliacarpos, Abarema_filamentosa, Acritopappus_confertus, Actinostemon_appendiculatus, Actinostemon_concolor, Aegiphila_pernambucensis, Agarista_revoluta, Albizia_inundata, Albizia_polycephala, Allagoptera_arenaria, Allagoptera_caudescens, Allophylus_edulis, Allophylus_puberulus, Allophylus_quercifolius, Alseis_floribunda, Alseis_latifolia, Alseis_pickelii, Amanoa_guianensis, Anacardium_occidentale, Andira_anthelmia, Andira_fraxinifolia, Andira_humilis, Andira_nitida, Annona_glabra, Annona_montana, Annona_salzmannii, Apeiba_albiflora, Apeiba_tibourbou, Apuleia_leiocarpa, Aspidosperma_discolor, Aspidosperma_pyrifolium, Astronium_concinnum, Astronium_fraxinifolium, Averrhoidium_gardnerianum, Bauhinia_cheilantha, Bauhinia_pentandra, Bixa_orellana, Bowdichia_virgilioides, Brodriguesia_santosii, Byrsonima_chrysophylla, Byrsonima_coccolobifolia, Byrsonima_cydoniifolia, Byrsonima_gardneriana, Byrsonima_sericea, Byrsonima_verbascifolia, Campomanesia_aromatica, Campomanesia_dichotoma, Campomanesia_eugenioides, Campomanesia_ilhoensis, Capparidastrum_frondosum, Casearia_arborea, Casearia_commersoniana, Cassia_ferruginea, Cassia_grandis, Cecropia_pachystachya, Cecropia_palmata, Ceiba_glaziovii, Celtis_iguanaea, Cestrum_axillare, Cestrum_salzmannii, Chaetocarpus_myrsinites, Chamaecrista_cytisoides, Chamaecrista_eitenorum, Chamaecrista_ensiformis, Chloroleucon_dumosum, Chloroleucon_foliolosum, Chomelia_obtusa, Chrysobalanus_icaco, Chrysophyllum_splendens, Clusia_hilariana, Clusia_nemorosa, Clusia_paralicola, Cnidoscolus_quercifolius, Coccoloba_alnifolia, Coccoloba_mollis, Coccoloba_ramosissima, Coccoloba_rosea, Cochlospermum_vitifolium, Commiphora_leptophloeos, Conocarpus_erectus, Copernicia_prunifera, Cordia_glabrata, Cordia_nodosa, Cordia_sellowiana, Cordia_superba, Cordia_toqueve, Cordia_trichotoma, Couepia_impressa, Couepia_uiti, Coutarea_hexandra, Crateva_tapia, Croton_blanchetianus, Cupania_impressinervia, Cupania_oblongifolia, Cupania_racemosa, Curatella_americana, Dimorphandra_jorgei, Emmotum_affine, Enterolobium_contortisiliquum, Enterolobium_timbouva, Eremanthus_capitatus, Eriotheca_macrophylla, Erythrina_velutina, Erythroxylum_affine, Erythroxylum_andrei, Erythroxylum_caatingae, Erythroxylum_citrifolium, Erythroxylum_nobile, Erythroxylum_passerinum, Erythroxylum_pulchrum, Erythroxylum_revolutum, Erythroxylum_squamatum, Erythroxylum_subrotundum, Eschweilera_ovata, Esenbeckia_grandiflora, Ficus_clusiifolia, Genipa_americana, Goniorrhachis_marginata, Guapira_opposita, Guatteria_pogonopus, Guazuma_ulmifolia, Guettarda_angelica, Guettarda_platyphylla, Guettarda_viburnoides, Hancornia_speciosa, Handroanthus_impetiginosus, Handroanthus_serratifolius, Heisteria_perianthomega, Helicteres_vuarame, Henriettea_succosa, Himatanthus_bracteatus, Hirtella_ciliata, Hirtella_racemosa, Humiria_balsamifera, Hymenaea_courbaril, Hymenaea_rubriflora, Hymenolobium_alagoanum, Inga_capitata, Inga_cayennensis, Inga_laurina, Inga_subnuda, Inga_vera, Jacaranda_brasiliana, Jacaranda_jasminoides, Jacaranda_obovata, Jatropha_mollissima, Jatropha_mutabilis, Laguncularia_racemosa, Lecythis_lurida, Lecythis_pisonis, Libidibia_ferrea, Licania_littoralis, Lonchocarpus_sericeus, Luehea_ochrophylla, Luehea_paniculata, Machaerium_hirtum, Machaonia_acuminata, Manihot_carthagenensis, Manilkara_rufula, Manilkara_salzmannii, Manilkara_triflora, Margaritaria_nobilis, Matayba_discolor, Matayba_guianensis, Miconia_albicans, Miconia_amacurensis, Miconia_amoena, Miconia_ferruginata, Miconia_minutiflora, Miconia_prasina, Miconia_serialis, Micropholis_gardneriana, Mimosa_arenosa, Mimosa_caesalpiniifolia, Moquiniastrum_oligocephalum, Mouriri_guianensis, Mouriri_pusa, Myrcia_amazonica, Myrcia_bergiana, Myrcia_decorticans, Myrcia_littoralis, Myrcia_multiflora, Myrcia_polyantha, Myrcia_racemosa, Myrcia_rosangelae, Myrcia_splendens, Myrcia_sylvatica, Myrcia_tomentosa, Myrciaria_ferruginea, Myrciaria_floribunda, Myrciaria_tenella, Myrsine_guianensis, Neomitranthes_obtusa, Ocotea_canaliculata, Ocotea_glomerata, Ocotea_nitida, Ocotea_notata, Ouratea_cuspidata, Ouratea_fieldingiana, Ouratea_hexasperma, Ouratea_salicifolia, Pagamea_guianensis, Paralychnophora_reflexoauriculata, Parinari_littoralis, Parkia_pendula, Paubrasilia_echinata, Peltophorum_dubium, Phyllanthus_acuminatus, Pilocarpus_spicatus, Pithecellobium_diversifolium, Pityrocarpa_moniliformis, Pogonophora_schomburgkiana, Pradosia_lactescens, Prockia_crucis, Protium_bahianum, Protium_warmingianum, Pseudobombax_parvifolium, Psidium_decussatum, Psidium_guineense, Psidium_oligospermum, Psidium_schenckianum, Psychotria_carthagenensis, Randia_armata, Ruprechtia_laxiflora, Samanea_inopinata, Sapindus_saponaria, Sapium_argutum, Sapium_glandulosum, Schinopsis_brasiliensis, Schinus_terebinthifolia, Schoepfia_brasiliensis, Sebastiania_jacobinensis, Senegalia_bahiensis, Senegalia_piauhiensis, Senna_pendula, Senna_spectabilis, Sideroxylon_obtusifolium, Simarouba_amara, Solanum_asperum, Solanum_stipulaceum, Sorocea_hilarii, Spondias_mombin, Spondias_tuberosa, Stryphnodendron_pulcherrimum, Syagrus_coronata, Syagrus_schizophylla, Symphonia_globulifera, Tabebuia_aurea, Tabebuia_elliptica, Tabebuia_roseoalba, Tabernaemontana_laeta, Tachigali_densiflora, Talipariti_pernambucense, Talisia_esculenta, Thevetia_peruviana, Thyrsodium_spruceanum, Tocoyena_sellowiana, Trichilia_hirta, Trichilia_lepidota, Triplaris_gardneriana, Vatairea_heteroptera, Vismia_guianensis, Vitex_gardneriana, Vitex_polygama, Vitex_rufescens, Vochysia_lucida, Ximenia_americana, Xylopia_frutescens, Xylopia_laevigata, Zanthoxylum_rhoifolium, Zeyheria_tuberculosa, Zollernia_ilicifolia"
Aquidabã	"Abarema_cochliacarpos, Abarema_filamentosa, Acritopappus_confertus, Actinostemon_appendiculatus, Actinostemon_concolor, Aegiphila_pernambucensis, Agarista_revoluta, Albizia_inundata, Albizia_polycephala, Allagoptera_arenaria, Allophylus_edulis, Allophylus_puberulus, Allophylus_quercifolius, Allophylus_racemosus, Alseis_floribunda, Alseis_latifolia, Alseis_pickelii, Amanoa_guianensis, Anacardium_occidentale, Andira_anthelmia, Andira_fraxinifolia, Andira_humilis, Andira_nitida, Annona_glabra, Annona_leptopetala, Annona_montana, Annona_pickelii, Annona_salzmannii, Annona_vepretorum, Apeiba_albiflora, Apeiba_tibourbou, Apuleia_leiocarpa, Aspidosperma_discolor, Aspidosperma_pyrifolium, Astronium_concinnum, Astronium_fraxinifolium, Attalea_oleifera, Averrhoidium_gardnerianum, Balfourodendron_molle, Bauhinia_cheilantha, Bauhinia_pentandra, Bixa_orellana, Bowdichia_virgilioides, Brodriguesia_santosii, Byrsonima_coccolobifolia, Byrsonima_cydoniifolia, Byrsonima_gardneriana, Byrsonima_sericea, Byrsonima_verbascifolia, Campomanesia_aromatica, Campomanesia_dichotoma, Campomanesia_eugenioides, Campomanesia_ilhoensis, Capparidastrum_frondosum, Casearia_arborea, Casearia_commersoniana, Casearia_decandra, Cassia_ferruginea, Cassia_grandis, Cecropia_pachystachya, Cecropia_palmata, Ceiba_glaziovii, Celtis_iguanaea, Cestrum_axillare, Cestrum_salzmannii, Chaetocarpus_myrsinites, Chamaecrista_ensiformis, Chloroleucon_dumosum, Chloroleucon_foliolosum, Chomelia_obtusa, Chrysobalanus_icaco, Chrysophyllum_splendens, Clusia_dardanoi, Clusia_hilariana, Clusia_nemorosa, Clusia_paralicola, Cnidoscolus_quercifolius, Coccoloba_alnifolia, Coccoloba_mollis, Coccoloba_ramosissima, Coccoloba_rosea, Cochlospermum_vitifolium, Commiphora_leptophloeos, Conocarpus_erectus, Cordia_glabrata, Cordia_nodosa, Cordia_sellowiana, Cordia_superba, Cordia_toqueve, Cordia_trichotoma, Couepia_impressa, Couepia_uiti, Coutarea_hexandra, Crateva_tapia, Croton_blanchetianus, Cupania_impressinervia, Cupania_oblongifolia, Cupania_racemosa, Curatella_americana, Dialium_guianense, Dimorphandra_jorgei, Duguetia_gardneriana, Emmotum_affine, Enterolobium_contortisiliquum, Enterolobium_timbouva, Eremanthus_capitatus, Eriotheca_macrophylla, Erythrina_velutina, Erythroxylum_affine, Erythroxylum_andrei, Erythroxylum_caatingae, Erythroxylum_citrifolium, Erythroxylum_mucronatum, Erythroxylum_nobile, Erythroxylum_passerinum, Erythroxylum_pulchrum, Erythroxylum_revolutum, Erythroxylum_squamatum, Erythroxylum_subrotundum, Eschweilera_ovata, Esenbeckia_grandiflora, Faramea_hyacinthina, Ficus_bahiensis, Genipa_americana, Goniorrhachis_marginata, Guapira_opposita, Guarea_guidonia, Guatteria_pogonopus, Guazuma_ulmifolia, Guettarda_angelica, Guettarda_platyphylla, Guettarda_viburnoides, Gymnanthes_klotzschiana, Hancornia_speciosa, Handroanthus_chrysotrichus, Handroanthus_impetiginosus, Handroanthus_serratifolius, Heisteria_perianthomega, Helicteres_vuarame, Henriettea_succosa, Himatanthus_bracteatus, Himatanthus_obovatus, Hirtella_ciliata, Hirtella_racemosa, Humiria_balsamifera, Hymenaea_courbaril, Hymenaea_rubriflora, Hymenolobium_alagoanum, Inga_capitata, Inga_cayennensis, Inga_laurina, Inga_subnuda, Inga_thibaudiana, Inga_vera, Jacaranda_brasiliana, Jacaranda_jasminoides, Jacaranda_obovata, Jatropha_mollissima, Jatropha_mutabilis, Laguncularia_racemosa, Lecythis_lurida, Lecythis_pisonis, Libidibia_ferrea, Licania_littoralis, Lonchocarpus_cultratus, Lonchocarpus_sericeus, Luehea_ochrophylla, Luehea_paniculata, Machaerium_hirtum, Machaonia_acuminata, Manihot_carthagenensis, Manilkara_rufula, Manilkara_salzmannii, Manilkara_triflora, Margaritaria_nobilis, Matayba_discolor, Matayba_guianensis, Miconia_albicans, Miconia_amacurensis, Miconia_amoena, Miconia_ferruginata, Miconia_holosericea, Miconia_minutiflora, Miconia_prasina, Miconia_serialis, Micropholis_gardneriana, Mimosa_arenosa, Mimosa_bimucronata, Mimosa_caesalpiniifolia, Moquiniastrum_oligocephalum, Mouriri_guianensis, Mouriri_pusa, Myrcia_bergiana, Myrcia_decorticans, Myrcia_littoralis, Myrcia_multiflora, Myrcia_polyantha, Myrcia_racemosa, Myrcia_rosangelae, Myrcia_splendens, Myrcia_sylvatica, Myrcia_tomentosa, Myrcianthes_pseudomato, Myrciaria_ferruginea, Myrciaria_floribunda, Myrsine_guianensis, Neomitranthes_obtusa, Ocotea_canaliculata, Ocotea_glomerata, Ocotea_nitida, Ocotea_notata, Ouratea_cuspidata, Ouratea_fieldingiana, Ouratea_hexasperma, Ouratea_salicifolia, Pagamea_guianensis, Paralychnophora_reflexoauriculata, Parapiptadenia_zehntneri, Parinari_littoralis, Parkia_pendula, Paubrasilia_echinata, Peltogyne_pauciflora, Peltophorum_dubium, Phyllanthus_acuminatus, Pilocarpus_spicatus, Pithecellobium_diversifolium, Pityrocarpa_moniliformis, Platymiscium_floribundum, Pogonophora_schomburgkiana, Pradosia_lactescens, Prockia_crucis, Protium_bahianum, Protium_warmingianum, Pseudobombax_grandiflorum, Pseudobombax_parvifolium, Psidium_decussatum, Psidium_guineense, Psidium_oligospermum, Psidium_schenckianum, Psychotria_carthagenensis, Pterogyne_nitens, Randia_armata, Rhamnidium_molle, Richeria_grandis, Ruprechtia_laxiflora, Samanea_inopinata, Sapindus_saponaria, Sapium_argutum, Sapium_glandulosum, Schinopsis_brasiliensis, Schinus_terebinthifolia, Schoepfia_brasiliensis, Sebastiania_jacobinensis, Senegalia_bahiensis, Senegalia_piauhiensis, Senegalia_polyphylla, Senna_pendula, Senna_spectabilis, Sideroxylon_obtusifolium, Simarouba_amara, Simarouba_versicolor, Solanum_asperum, Solanum_stipulaceum, Sorocea_hilarii, Spondias_mombin, Spondias_tuberosa, Stryphnodendron_pulcherrimum, Swartzia_flaemingii, Syagrus_coronata, Syagrus_schizophylla, Tabebuia_aurea, Tabebuia_elliptica, Tabebuia_roseoalba, Tabernaemontana_laeta, Tachigali_densiflora, Talipariti_pernambucense, Talisia_esculenta, Tapirira_guianensis, Thevetia_peruviana, Thyrsodium_spruceanum, Tocoyena_sellowiana, Trichilia_hirta, Trichilia_lepidota, Triplaris_gardneriana, Urera_baccifera, Vatairea_heteroptera, Vismia_guianensis, Vitex_gardneriana, Vitex_polygama, Vitex_rufescens, Vochysia_lucida, Ximenia_americana, Xylopia_frutescens, Xylopia_laevigata, Zanthoxylum_caribaeum, Zanthoxylum_petiolare, Zanthoxylum_rhoifolium, Zeyheria_tuberculosa, Zollernia_ilicifolia"
Aracaju	"Abarema_cochliacarpos, Abarema_filamentosa, Acritopappus_confertus, Actinostemon_appendiculatus, Actinostemon_concolor, Aegiphila_integrifolia, Aegiphila_pernambucensis, Agarista_revoluta, Albizia_inundata, Albizia_polycephala, Alchornea_glandulosa, Allagoptera_arenaria, Allagoptera_brevicalyx, Allagoptera_caudescens, Allophylus_edulis, Allophylus_puberulus, Allophylus_racemosus, Alseis_floribunda, Alseis_pickelii, Amaioua_intermedia, Amanoa_guianensis, Anacardium_occidentale, Andira_anthelmia, Andira_fraxinifolia, Andira_humilis, Andira_nitida, Annona_glabra, Annona_montana, Annona_pickelii, Annona_salzmannii, Aparisthmium_cordatum, Apeiba_albiflora, Apeiba_tibourbou, Apuleia_leiocarpa, Aspidosperma_discolor, Astronium_fraxinifolium, Attalea_funifera, Attalea_oleifera, Averrhoidium_gardnerianum, Bactris_setosa, Bauhinia_cheilantha, Bixa_orellana, Bowdichia_virgilioides, Brodriguesia_santosii, Brosimum_gaudichaudii, Brosimum_guianense, Brosimum_rubescens, Byrsonima_bahiana, Byrsonima_chrysophylla, Byrsonima_coccolobifolia, Byrsonima_gardneriana, Byrsonima_sericea, Byrsonima_verbascifolia, Campomanesia_aromatica, Campomanesia_dichotoma, Campomanesia_ilhoensis, Capparidastrum_frondosum, Caraipa_densifolia, Carpotroche_brasiliensis, Casearia_arborea, Casearia_commersoniana, Casearia_decandra, Casearia_grandiflora, Cassia_ferruginea, Cassia_grandis, Cecropia_pachystachya, Cecropia_palmata, Cestrum_axillare, Cestrum_salzmannii, Chaetocarpus_echinocarpus, Chaetocarpus_myrsinites, Chamaecrista_blanchetii, Chamaecrista_cytisoides, Chamaecrista_eitenorum, Chamaecrista_ensiformis, Chloroleucon_dumosum, Chloroleucon_foliolosum, Chomelia_obtusa, Chrysobalanus_icaco, Chrysophyllum_splendens, Clusia_hilariana, Clusia_nemorosa, Clusia_paralicola, Clusia_sellowiana, Coccoloba_alnifolia, Coccoloba_mollis, Coccoloba_ramosissima, Coccoloba_rosea, Cochlospermum_vitifolium, Conocarpus_erectus, Copernicia_prunifera, Cordia_nodosa, Cordia_sellowiana, Cordia_superba, Cordia_toqueve, Couepia_impressa, Coutarea_hexandra, Crateva_tapia, Cupania_emarginata, Cupania_impressinervia, Cupania_oblongifolia, Cupania_racemosa, Curatella_americana, Dialium_guianense, Dimorphandra_jorgei, Duguetia_gardneriana, Ecclinusa_ramiflora, Emmotum_affine, Emmotum_nitens, Enterolobium_timbouva, Eremanthus_capitatus, Eriotheca_macrophylla, Erythrina_velutina, Erythroxylum_affine, Erythroxylum_andrei, Erythroxylum_citrifolium, Erythroxylum_mucronatum, Erythroxylum_nobile, Erythroxylum_passerinum, Erythroxylum_revolutum, Erythroxylum_squamatum, Erythroxylum_subrotundum, Eschweilera_ovata, Esenbeckia_grandiflora, Faramea_hyacinthina, Ficus_bahiensis, Ficus_clusiifolia, Garcinia_macrophylla, Genipa_americana, Goniorrhachis_marginata, Guapira_obtusata, Guapira_opposita, Guarea_guidonia, Guarea_macrophylla, Guatteria_pogonopus, Guazuma_ulmifolia, Guettarda_angelica, Guettarda_platyphylla, Guettarda_viburnoides, Gymnanthes_klotzschiana, Hancornia_speciosa, Handroanthus_impetiginosus, Handroanthus_serratifolius, Heisteria_perianthomega, Henriettea_succosa, Himatanthus_bracteatus, Himatanthus_obovatus, Hirtella_ciliata, Hirtella_racemosa, Humiria_balsamifera, Hymenaea_courbaril, Hymenaea_rubriflora, Hymenolobium_alagoanum, Inga_capitata, Inga_cayennensis, Inga_laurina, Inga_marginata, Inga_subnuda, Inga_thibaudiana, Inga_vera, Jacaranda_brasiliana, Jacaranda_jasminoides, Jacaranda_obovata, Kielmeyera_neglecta, Laguncularia_racemosa, Lecythis_ibiriba, Lecythis_lurida, Lecythis_pisonis, Libidibia_ferrea, Licania_kunthiana, Licania_littoralis, Lonchocarpus_sericeus, Luehea_ochrophylla, Luehea_paniculata, Mabea_piriri, Machaerium_hirtum, Machaonia_acuminata, Maclura_tinctoria, Manilkara_rufula, Manilkara_salzmannii, Manilkara_triflora, Margaritaria_nobilis, Matayba_discolor, Matayba_guianensis, Melanoxylon_brauna, Miconia_albicans, Miconia_amacurensis, Miconia_amoena, Miconia_ferruginata, Miconia_holosericea, Miconia_ibaguensis, Miconia_minutiflora, Miconia_prasina, Miconia_serialis, Miconia_tomentosa, Micropholis_gardneriana, Mimosa_bimucronata, Mimosa_caesalpiniifolia, Moquiniastrum_oligocephalum, Mouriri_guianensis, Mouriri_pusa, Myrcia_amazonica, Myrcia_bergiana, Myrcia_decorticans, Myrcia_ilheosensis, Myrcia_littoralis, Myrcia_multiflora, Myrcia_polyantha, Myrcia_racemosa, Myrcia_rosangelae, Myrcia_splendens, Myrcia_sylvatica, Myrcia_tomentosa, Myrciaria_ferruginea, Myrciaria_floribunda, Myrciaria_tenella, Myrsine_guianensis, Neomitranthes_obtusa, Ocotea_canaliculata, Ocotea_glomerata, Ocotea_nitida, Ocotea_notata, Ouratea_cuspidata, Ouratea_fieldingiana, Ouratea_hexasperma, Ouratea_salicifolia, Pagamea_guianensis, Palicourea_guianensis, Parinari_littoralis, Parkia_pendula, Paubrasilia_echinata, Pera_glabrata, Phyllanthus_acuminatus, Picramnia_glazioviana, Pilocarpus_spicatus, Pityrocarpa_moniliformis, Platymiscium_floribundum, Pogonophora_schomburgkiana, Posoqueria_latifolia, Pradosia_lactescens, Protium_aracouchini, Protium_bahianum, Protium_warmingianum, Pseudobombax_grandiflorum, Psidium_decussatum, Psidium_guineense, Psidium_oligospermum, Psychotria_carthagenensis, Randia_armata, Richeria_grandis, Rinorea_guianensis, Samanea_inopinata, Sapindus_saponaria, Sapium_argutum, Sapium_glandulosum, Schinus_terebinthifolia, Schoepfia_brasiliensis, Sideroxylon_obtusifolium, Simarouba_amara, Siparuna_guianensis, Sloanea_garckeana, Sloanea_guianensis, Solanum_asperum, Solanum_crinitum, Solanum_stipulaceum, Sorocea_hilarii, Spondias_mombin, Stryphnodendron_pulcherrimum, Syagrus_coronata, Syagrus_schizophylla, Symphonia_globulifera, Tabebuia_aurea, Tabebuia_elliptica, Tabebuia_roseoalba, Tabebuia_stenocalyx, Tabernaemontana_laeta, Tachigali_densiflora, Talipariti_pernambucense, Talisia_esculenta, Tapirira_guianensis, Ternstroemia_brasiliensis, Thevetia_peruviana, Thyrsodium_spruceanum, Tocoyena_sellowiana, Trichilia_elegans, Trichilia_hirta, Trichilia_lepidota, Urera_caracasana, Vatairea_heteroptera, Vismia_guianensis, Vitex_polygama, Vitex_rufescens, Vochysia_lucida, Ximenia_americana, Xylopia_frutescens, Xylopia_laevigata, Zanthoxylum_caribaeum, Zanthoxylum_rhoifolium, Zollernia_ilicifolia"
Arauá	"Abarema_cochliacarpos, Abarema_filamentosa, Acritopappus_confertus, Actinostemon_appendiculatus, Actinostemon_concolor, Aegiphila_integrifolia, Aegiphila_pernambucensis, Agarista_revoluta, Albizia_inundata, Albizia_polycephala, Allagoptera_arenaria, Allagoptera_brevicalyx, Allagoptera_caudescens, Allophylus_edulis, Allophylus_puberulus, Allophylus_quercifolius, Allophylus_racemosus, Alseis_floribunda, Alseis_latifolia, Alseis_pickelii, Amaioua_intermedia, Amanoa_guianensis, Anacardium_occidentale, Andira_anthelmia, Andira_fraxinifolia, Andira_humilis, Andira_nitida, Annona_glabra, Annona_montana, Annona_pickelii, Annona_salzmannii, Aparisthmium_cordatum, Apeiba_albiflora, Apeiba_tibourbou, Apuleia_leiocarpa, Aspidosperma_discolor, Aspidosperma_pyrifolium, Astronium_concinnum, Astronium_fraxinifolium, Astronium_graveolens, Attalea_funifera, Attalea_oleifera, Averrhoidium_gardnerianum, Bactris_setosa, Bauhinia_cheilantha, Bauhinia_pentandra, Bixa_orellana, Bowdichia_virgilioides, Brodriguesia_santosii, Brosimum_gaudichaudii, Brosimum_guianense, Brosimum_rubescens, Byrsonima_bahiana, Byrsonima_chrysophylla, Byrsonima_coccolobifolia, Byrsonima_cydoniifolia, Byrsonima_gardneriana, Byrsonima_sericea, Byrsonima_verbascifolia, Campomanesia_aromatica, Campomanesia_dichotoma, Campomanesia_eugenioides, Campomanesia_ilhoensis, Capparidastrum_frondosum, Caraipa_densifolia, Carpotroche_brasiliensis, Casearia_arborea, Casearia_commersoniana, Casearia_decandra, Casearia_grandiflora, Cassia_ferruginea, Cassia_grandis, Cecropia_pachystachya, Cecropia_palmata, Ceiba_glaziovii, Celtis_iguanaea, Cestrum_axillare, Cestrum_salzmannii, Chaetocarpus_echinocarpus, Chaetocarpus_myrsinites, Chamaecrista_blanchetii, Chamaecrista_cytisoides, Chamaecrista_eitenorum, Chamaecrista_ensiformis, Chloroleucon_dumosum, Chloroleucon_foliolosum, Chomelia_obtusa, Chrysobalanus_icaco, Chrysophyllum_splendens, Clusia_hilariana, Clusia_nemorosa, Clusia_paralicola, Clusia_sellowiana, Coccoloba_alnifolia, Coccoloba_mollis, Coccoloba_ramosissima, Coccoloba_rosea, Cochlospermum_vitifolium, Conocarpus_erectus, Cordia_glabrata, Cordia_nodosa, Cordia_sellowiana, Cordia_superba, Cordia_toqueve, Cordia_trichotoma, Couepia_impressa, Coutarea_hexandra, Crateva_tapia, Croton_blanchetianus, Cupania_emarginata, Cupania_impressinervia, Cupania_oblongifolia, Cupania_racemosa, Curatella_americana, Dialium_guianense, Dimorphandra_jorgei, Duguetia_gardneriana, Ecclinusa_ramiflora, Emmotum_affine, Enterolobium_timbouva, Eremanthus_capitatus, Eriotheca_macrophylla, Erythrina_velutina, Erythroxylum_affine, Erythroxylum_andrei, Erythroxylum_citrifolium, Erythroxylum_mucronatum, Erythroxylum_nobile, Erythroxylum_passerinum, Erythroxylum_pulchrum, Erythroxylum_revolutum, Erythroxylum_squamatum, Erythroxylum_subrotundum, Eschweilera_ovata, Esenbeckia_grandiflora, Faramea_hyacinthina, Ficus_bahiensis, Ficus_clusiifolia, Genipa_americana, Goniorrhachis_marginata, Guapira_obtusata, Guapira_opposita, Guarea_guidonia, Guatteria_pogonopus, Guazuma_ulmifolia, Guettarda_angelica, Guettarda_platyphylla, Guettarda_viburnoides, Gymnanthes_klotzschiana, Hancornia_speciosa, Handroanthus_chrysotrichus, Handroanthus_impetiginosus, Handroanthus_serratifolius, Heisteria_perianthomega, Helicteres_vuarame, Henriettea_succosa, Himatanthus_bracteatus, Himatanthus_obovatus, Hirtella_ciliata, Hirtella_racemosa, Humiria_balsamifera, Hymenaea_courbaril, Hymenaea_rubriflora, Hymenolobium_alagoanum, Inga_capitata, Inga_cayennensis, Inga_laurina, Inga_striata, Inga_subnuda, Inga_tenuis, Inga_thibaudiana, Inga_vera, Jacaranda_jasminoides, Jacaranda_obovata, Kielmeyera_neglecta, Lafoensia_pacari, Laguncularia_racemosa, Lecythis_ibiriba, Lecythis_lurida, Lecythis_pisonis, Libidibia_ferrea, Licania_kunthiana, Licania_littoralis, Lonchocarpus_cultratus, Lonchocarpus_sericeus, Luehea_ochrophylla, Luehea_paniculata, Machaerium_hirtum, Machaonia_acuminata, Maclura_tinctoria, Manihot_carthagenensis, Manilkara_rufula, Manilkara_salzmannii, Manilkara_triflora, Margaritaria_nobilis, Matayba_discolor, Matayba_guianensis, Melanoxylon_brauna, Miconia_albicans, Miconia_amacurensis, Miconia_amoena, Miconia_ferruginata, Miconia_holosericea, Miconia_minutiflora, Miconia_prasina, Miconia_serialis, Micropholis_gardneriana, Mimosa_arenosa, Mimosa_bimucronata, Mimosa_caesalpiniifolia, Moquiniastrum_oligocephalum, Mouriri_guianensis, Myrcia_bergiana, Myrcia_decorticans, Myrcia_ilheosensis, Myrcia_littoralis, Myrcia_multiflora, Myrcia_polyantha, Myrcia_racemosa, Myrcia_rosangelae, Myrcia_splendens, Myrcia_sylvatica, Myrcia_tomentosa, Myrciaria_ferruginea, Myrciaria_floribunda, Myrsine_guianensis, Neomitranthes_obtusa, Ocotea_canaliculata, Ocotea_glomerata, Ocotea_nitida, Ocotea_notata, Ouratea_cuspidata, Ouratea_fieldingiana, Ouratea_hexasperma, Ouratea_salicifolia, Pagamea_guianensis, Paralychnophora_reflexoauriculata, Parinari_littoralis, Parkia_pendula, Paubrasilia_echinata, Peltophorum_dubium, Pera_glabrata, Phyllanthus_acuminatus, Pilocarpus_spicatus, Pithecellobium_diversifolium, Pityrocarpa_moniliformis, Platymiscium_floribundum, Pogonophora_schomburgkiana, Posoqueria_latifolia, Pradosia_lactescens, Prockia_crucis, Protium_aracouchini, Protium_bahianum, Protium_warmingianum, Pseudobombax_grandiflorum, Pseudopiptadenia_contorta, Psidium_decussatum, Psidium_guineense, Psidium_oligospermum, Psidium_schenckianum, Psychotria_carthagenensis, Pterogyne_nitens, Randia_armata, Richeria_grandis, Rinorea_guianensis, Roupala_montana, Ruprechtia_laxiflora, Samanea_inopinata, Sapindus_saponaria, Sapium_argutum, Sapium_glandulosum, Schinopsis_brasiliensis, Schinus_terebinthifolia, Schoepfia_brasiliensis, Sebastiania_jacobinensis, Senegalia_bahiensis, Senegalia_loretensis, Senegalia_piauhiensis, Senna_pendula, Senna_spectabilis, Sideroxylon_obtusifolium, Simarouba_amara, Siparuna_guianensis, Sloanea_garckeana, Sloanea_guianensis, Solanum_asperum, Solanum_crinitum, Solanum_stipulaceum, Sorocea_hilarii, Spondias_mombin, Spondias_tuberosa, Stryphnodendron_pulcherrimum, Syagrus_botryophora, Syagrus_coronata, Syagrus_schizophylla, Symphonia_globulifera, Tabebuia_aurea, Tabebuia_elliptica, Tabebuia_roseoalba, Tabebuia_stenocalyx, Tabernaemontana_laeta, Tachigali_densiflora, Talipariti_pernambucense, Talisia_esculenta, Tapirira_guianensis, Thevetia_peruviana, Thyrsodium_spruceanum, Tocoyena_sellowiana, Trichilia_elegans, Trichilia_hirta, Trichilia_lepidota, Trichilia_silvatica, Triplaris_gardneriana, Urera_baccifera, Vatairea_heteroptera, Vismia_guianensis, Vitex_polygama, Vitex_rufescens, Vochysia_lucida, Ximenia_americana, Xylopia_frutescens, Xylopia_laevigata, Zanthoxylum_caribaeum, Zanthoxylum_petiolare, Zanthoxylum_rhoifolium, Zeyheria_tuberculosa, Zollernia_ilicifolia"
